PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
MP,Mechanical Permit,2017-099612 MP,R- 101 Single Family Houses,New,No,3301 SOUTHILL CIR,New SF Res  2story 4 bed 45 bath covered porch covered patio attached garage,0120060307,LOT 10 BLK K BROWN HERMAN ADDN NO 2 SEC 1,2017/06/02,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/04/08,,,,6197,,,2,1,,,,,,,,,,,3301 SOUTHILL CIR,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11771423,11771423,30.30652709,-97.76997885,"(30.30652709, -97.76997885)"
MP,Mechanical Permit,2017-097765 MP,R- 101 Single Family Houses,New,No,1505 MAIER DR,New 2story singlefamily residence attached garage covered entry porch and patio  PRODUCTION BUILDER PROJECT,0260360618,LOT 15 BLK A FORT DESSAU PHS 3,2017/07/31,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/05/20,,,,2825,,,2,1,,,,,,,,,,,1505 MAIER DR,AUSTIN,TX,78660,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11769163,11769163,30.41027806,-97.63777794,"(30.41027806, -97.63777794)"
MP,Mechanical Permit,2017-097433 MP,R- 101 Single Family Houses,New,No,1524 MAIER DR,New 2story singlefamily residence attached garage covered  porch and patio  PRODUCTION BUILDER,0260360816,LOT 19 BLK D FORT DESSAU PHS 3,2017/07/31,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/05/13,,,,3418,,,2,1,,,,,,,,,,,1524 MAIER DR,AUSTIN,TX,78660,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11768770,11768770,30.40941747,-97.637399,"(30.40941747, -97.637399)"
MP,Mechanical Permit,2017-089933 MP,R- 101 Single Family Houses,New,No,5804 WYNONA AVE,new 545 2 story sing fam res with attached garage,0231020702,LOT 89 ALLANDALE SEC 1,2017/06/30,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/06/27,,,,5247,,,2,1,,,,,,,,,,,5804 WYNONA AVE,AUSTIN,TX,78756,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11760079,11760079,30.33469516,-97.74229849,"(30.33469516, -97.74229849)"
MP,Mechanical Permit,2017-087695 MP,R- 101 Single Family Houses,New,No,11012 PACK WAGON TRL,New 2story singlefamily residence attached garage covered entry porch and rear patio  PRODUCTION BUILDER,0239330719,LOT 29 BLK UU PIONEER CROSSING EAST SEC 3A,2017/06/27,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/05/26,,,,3440,,,2,1,,,,,,,,,,,11012 PACK WAGON TRL,AUSTIN,TX,78754,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11757439,11757439,30.35586404,-97.64341838,"(30.35586404, -97.64341838)"
MP,Mechanical Permit,2017-087339 MP,R- 101 Single Family Houses,New,No,13744 HARRISGLENN DR,New 1story singlefamily residence attached garage covered entry porch and patio  PRODUCTION BUILDER,0260330932,LOT 5 BLK G FORT DESSAU PHS 3,2017/07/06,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/05/06,,,,2045,,,1,1,,,,,,,,,,,13744 HARRISGLENN DR,AUSTIN,TX,78660,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11757016,11757016,30.41020267,-97.64034404,"(30.41020267, -97.64034404)"
MP,Mechanical Permit,2017-087281 MP,R- 101 Single Family Houses,New,No,13800 HARRISGLENN DR,New 1story singlefamily residence attached garage covered entry porch and patio  PRODUCTION BUILDER,0260330931,LOT 4 BLK G FORT DESSAU PHS 3,2017/07/06,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/05/13,,,,2318,,,1,1,,,,,,,,,,,13800 HARRISGLENN DR,AUSTIN,TX,78660,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11756933,11756933,30.41032391,-97.64022324,"(30.41032391, -97.64022324)"
MP,Mechanical Permit,2017-081126 MP,R- 101 Single Family Houses,New,No,1509 MAIER DR,New 1story singlefamily residence attached garage covered entry porch and patio  PRODUCTION BUILDER,0260360617,LOT 14 BLK A FORT DESSAU PHS 3,2017/06/15,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/05/20,,,,2916,,,1,1,,,,,,,,,,,1509 MAIER DR,AUSTIN,TX,78660,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11749684,11749684,30.41022164,-97.6375796,"(30.41022164, -97.6375796)"
MP,Mechanical Permit,2017-081006 MP,R- 101 Single Family Houses,New,No,2918 E 13TH ST,New Unit A Primary Residence 3 Bed25 Bath 2 Story attached Carport,0210121018,S 64 FT LOT 10 BLK 1 OLT 29 DIV B CHERNOSKY NO 4,2017/02/15,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/07,,,,1943,,,2,1,,,,,,,,,,,2918 E 13TH ST,AUSTIN,TX,78702,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11749563,11749563,30.27689664,-97.70716755,"(30.27689664, -97.70716755)"
MP,Mechanical Permit,2017-081005 MP,R- 102 Secondary Apartment,New,No,2918 E 13TH ST BLDG 2,New SDU Unit B 2 Bed25 Bath with attached Garage,0210121018,S 64 FT LOT 10 BLK 1 OLT 29 DIV B CHERNOSKY NO 4,2017/02/15,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/07,,,,1376,,,2,1,,,,,,,,,,,2918 E 13TH ST BLDG 2,AUSTIN,TX,78702,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11749560,11749560,30.27689664,-97.70716755,"(30.27689664, -97.70716755)"
MP,Mechanical Permit,2017-073036 MP,C- 105 Five or More Family Bldgs,New,No,10600 JOLLYVILLE RD BLDG 3,New Construction of Congregate Living,0156010305,LOT 1 BLK B APPLETREE I RESUB OF LOTS 12,2016/10/06,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/04/16,,,,91767,,,5,70,,,,,$1220501.00,,,,,,10600 JOLLYVILLE RD BLDG 3,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11740089,11740089,30.39962894,-97.74997358,"(30.39962894, -97.74997358)"
MP,Mechanical Permit,2017-073035 MP,C- 105 Five or More Family Bldgs,New,No,10600 JOLLYVILLE RD BLDG 2,New Construction of Congregate Living,0156010305,LOT 1 BLK B APPLETREE I RESUB OF LOTS 12,2016/10/06,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/04/16,,,,132513,,,5,89,,,,,$1846422.00,,,,,,10600 JOLLYVILLE RD BLDG 2,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11740086,11740086,30.39962894,-97.74997358,"(30.39962894, -97.74997358)"
MP,Mechanical Permit,2017-073034 MP,C- 105 Five or More Family Bldgs,New,No,10600 JOLLYVILLE RD BLDG 1,New Construction of Congregate Living,0156010305,LOT 1 BLK B APPLETREE I RESUB OF LOTS 12,2016/10/06,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/04/16,,,,30924,,,5,25,,,,,$477243.00,,,,,,10600 JOLLYVILLE RD BLDG 1,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11740083,11740083,30.39962894,-97.74997358,"(30.39962894, -97.74997358)"
DS,Driveway / Sidewalks,2017-070301 DS,Res. Driveway & Sidewalk,New,,11100 PACK WAGON TRL,Construct new sidewalk and 17' driveway approach  Shall meet all city standards VC,0239330714,LOT 24 BLK UU PIONEER CROSSING EAST SEC 3A,2017/05/27,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/08,,,,,,,,,,,,,,,,,,,11100 PACK WAGON TRL,AUSTIN,TX,78754,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11736851,11736851,30.35577869,-97.64262789,"(30.35577869, -97.64262789)"
DS,Driveway / Sidewalks,2017-065017 DS,"Res. Driveway, Curb, Gutter",New,,1611 MAPLE AVE,Sidewalk is existing per John Richards  No new sidewalk required  See attached email  Fee correctednmtOn E 17th St Demolish Existing driveway approach build new 12' driveway approach rebuild CG On Maple Ave Build new 12' driveway approach new CG and 39LF of new sidewalk  Shall meet all city standardsVC,0210111006,LOT 12 BLK 11 OLT 3233 DIV B GLENWOOD ADDN,2017/03/17,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/05/16,,,,,,,,,,,,,,,,,,,1611 MAPLE AVE,AUSTIN,TX,78702,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11730621,11730621,30.2783469,-97.71554147,"(30.2783469, -97.71554147)"
DS,Driveway / Sidewalks,2017-056749 DS,Res. Driveway & Sidewalk,New,,11104 PACK WAGON TRL,Construct new sidewalk and 17' driveway approach  Shall meet all city standardsVC,0239330713,LOT 23 BLK UU PIONEER CROSSING EAST SEC 3A,2017/05/01,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/08,,,,,,,,,,,,,,,,,,,11104 PACK WAGON TRL,AUSTIN,TX,78754,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11720667,11720667,30.35576417,-97.6424602,"(30.35576417, -97.6424602)"
MP,Mechanical Permit,2017-054871 MP,R- 101 Single Family Houses,New,No,2009 DINSDALE LN,New 3story Condominium Residence with attached garage covered porch and 2 balconies  CONDOMINIUM RESIDENCE  Attached garages include a 1car attached garage for this unit a 1car garage for 2016 Cleese Drive and a 1car garage for 2020 Cleese Drive,0309030401,,2017/05/05,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/05/02,,,,2534,,,3,1,,,,,,,,,,,2009 DINSDALE LN,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11718345,11718345,30.22588986,-97.73880709,"(30.22588986, -97.73880709)"
MP,Mechanical Permit,2017-045529 MP,R- 101 Single Family Houses,New,No,12504 RESERVE CREEK DR,New 2story Condominium Residence with attached garage covered porch and patioCONDOMINIUM RESIDENCE,0438301801,,2017/04/11,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/05/13,,,,2534,,,2,1,,,,,,,,,,,12504 RESERVE CREEK DR,AUSTIN,TX,78748,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11707295,11707295,30.14643891,-97.85198514,"(30.14643891, -97.85198514)"
PP,Plumbing Permit,2017-044607 PP,"C- 324 Office, Bank & Professional Bldgs",Shell,No,13011 MC CALLEN PASS,New Construction 199500sf Shell Office Building NOT FOR OCCUPANCY,0260260504,LOT 9 PARMER BUSINESS PARK,2016/08/30,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,199500,,,3,1,,,,,,,$1000000.00,$0.00,,,13011 MC CALLEN PASS,AUSTIN,TX,78753,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11706234,11706234,30.40938116,-97.66275729,"(30.40938116, -97.66275729)"
MP,Mechanical Permit,2017-044607 MP,"C- 324 Office, Bank & Professional Bldgs",Shell,No,13011 MC CALLEN PASS,New Construction 199500sf Shell Office Building NOT FOR OCCUPANCY,0260260504,LOT 9 PARMER BUSINESS PARK,2016/08/30,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/04,,,,199500,,,3,1,,,,,$2000000.00,,,,,,13011 MC CALLEN PASS,AUSTIN,TX,78753,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11706233,11706233,30.40938116,-97.66275729,"(30.40938116, -97.66275729)"
MP,Mechanical Permit,2017-044162 MP,C- 321 Pkg Garage Bldg & Open Deck,New,No,10600 JOLLYVILLE RD,New Construction accessory Parking Garage to existing Congregate Living,0156010305,LOT 1 BLK B APPLETREE I RESUB OF LOTS 12,2016/11/16,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/03/20,,,,89918,,,5,1,,,,,$6400.00,,,,,,10600 JOLLYVILLE RD,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11705667,11705667,30.39962894,-97.74997358,"(30.39962894, -97.74997358)"
PP,Plumbing Permit,2017-039577 PP,Residential,Repair,No,4001 RED RIVER ST,cap off waterwastewater lines for demo,0217090401,LOT 3 RESUB OF 12 OF BLK 12 OLT 2021 DIV C PLAINVIEW HEIGHTS,2017/03/17,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2019/04/04,,,0,,,,1,1,,,,,,,,$500.00,,,4001 RED RIVER ST,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11700135,11700135,30.29867725,-97.72253988,"(30.29867725, -97.72253988)"
MP,Mechanical Permit,2017-026318 MP,R- 101 Single Family Houses,New,No,1405 RABB RD,New 2 story with attic 1 car parking covered patio,0102071225,LOT 1C PESCHKA SUBD RESUB LOT 1,2017/01/06,2018/01/10,WEDNESDAY,2018,2018,Yes,Permit Center,Active,2018/07/03,,,,3213,,,2,1,,,,,,,,,,,1405 RABB RD,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11683889,11683889,30.25764001,-97.77327585,"(30.25764001, -97.77327585)"
PP,Plumbing Permit,2017-158903 PP,Residential,New,No,2101 TASMANIAN TIGER TRCE,New Residence install plumbing Outside city limits,0272231182,LOT 13A WELLS BRANCH CENTER SUBD AMENDED PLAT,2017/12/21,2017/12/21,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,2946,,,0,0,,,,,,,,,,,2101 TASMANIAN TIGER TRCE,AUSTIN,TX,78728,,AUSTIN 2 MILE ETJ,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841787,11841787,30.44811652,-97.67236276,"(30.44811652, -97.67236276)"
PP,Plumbing Permit,2017-158897 PP,Residential,New,No,2017 TASMANIAN TIGER TRCE,New residence plumbing outside city limits,0272231182,LOT 13A WELLS BRANCH CENTER SUBD AMENDED PLAT,2017/12/21,2017/12/21,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,2295,,,0,0,,,,,,,,,,,2017 TASMANIAN TIGER TRCE,AUSTIN,TX,78728,,AUSTIN 2 MILE ETJ,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841781,11841781,30.44806133,-97.67222144,"(30.44806133, -97.67222144)"
DS,Driveway / Sidewalks,2017-158892 DS,Com. Sidewalk,Repair,,600-615 CHALMERS AVE,Estimated Start Date  010818Remove and replace 125  LF of sidewalk  Shall meet all city standardsnmtNew Construction MultiFamily W mixed use Shell space 1st Floor 2483sf TO REMIAN SHELL NOT FOR OCCUPANCY Phase 1 South Side,,,2015/11/18,2017/12/21,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,,,,,,,,,,,,,,,,600-615 CHALMERS AVE,AUSTIN,,,,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841776,11841776,,,
PP,Plumbing Permit,2017-158855 PP,Residential,New,No,2015 TASMANIAN TIGER TRCE,New Residence install plumbing Outside city limits,0272231182,LOT 13A WELLS BRANCH CENTER SUBD AMENDED PLAT,2017/12/21,2017/12/21,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,2402,,,1,1,,,,,,,,,,,2015 TASMANIAN TIGER TRCE,AUSTIN,TX,78728,,AUSTIN 2 MILE ETJ,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841737,11841737,30.4479979,-97.67208034,"(30.4479979, -97.67208034)"
PP,Plumbing Permit,2017-158801 PP,Commercial,Repair,No,1500 E PARMER LN BLDG 14,Install onsite Water and Sewer utility lines to commercial bldg,0252300715,LOT 10B PARMER PLACE SUBD RESUB OF LOT 10,2016/12/19,2017/12/21,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,,,,3,,,,,,,,$212364.00,$68000.00,,,1500 E PARMER LN BLDG 14,AUSTIN,TX,78753,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841683,11841683,30.38979111,-97.65120601,"(30.38979111, -97.65120601)"
PP,Plumbing Permit,2017-158741 PP,Residential,Repair,No,3219 GILBERT ST,Austin Water Violation Plumbing Permit,0117070702,LOT 117  W 3 FT OF LOT 116  E 20 FT OF LOT 118 TARRY TOWN NO 4,2017/12/21,2017/12/29,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,0,0,0,,,1,1,,,,,,,$0.00,$5000.00,,$0.00,3219 GILBERT ST,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841621,11841621,30.29858255,-97.77402813,"(30.29858255, -97.77402813)"
EP,Electrical Permit,2017-158291 EP,Residential,New,No,6212 DIAMONDLEAF BND,electrical for new residence EUD,0205550307,,2017/12/20,2017/12/22,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,1323,,,1,1,,,,,,,,,,,6212 DIAMONDLEAF BND,AUSTIN,TX,78724,,AUSTIN 2 MILE ETJ,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841064,11841064,30.26114792,-97.57675201,"(30.26114792, -97.57675201)"
EP,Electrical Permit,2017-158256 EP,Residential,New,No,6216 DIAMONDLEAF BND,electrical for new residence EUD,0205550306,,2017/12/20,2017/12/22,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,1323,,,1,1,,,,,,,,,,,6216 DIAMONDLEAF BND,AUSTIN,TX,78724,,AUSTIN 2 MILE ETJ,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11841018,11841018,30.26126991,-97.57666931,"(30.26126991, -97.57666931)"
EP,Electrical Permit,2017-158227 EP,Residential,New,No,6209 DIAMONDLEAF BND,electrical for new residence EUD,0205550223,,2017/12/20,2017/12/22,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,1778,,,1,1,,,,,,,,,,,6209 DIAMONDLEAF BND,AUSTIN,TX,78724,,AUSTIN 2 MILE ETJ,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11840988,11840988,30.26078845,-97.57640741,"(30.26078845, -97.57640741)"
EP,Electrical Permit,2017-158221 EP,Residential,New,No,6213 DIAMONDLEAF BND,electrical wiring for new residence EUD,0205550224,,2017/12/20,2017/12/22,FRIDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,1512,,,1,1,,,,,,,,,,,6213 DIAMONDLEAF BND,AUSTIN,TX,78724,,AUSTIN 2 MILE ETJ,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11840982,11840982,30.26091841,-97.57631182,"(30.26091841, -97.57631182)"
EP,Electrical Permit,2017-158157 EP,Residential,Repair,No,600 SCREECH OWL DR,Home Builders Loop Refer to 2017155167 BP,0268280911,LOT 9 BLK A COTTAGES AT BEAVER CREEK PHS 2,2017/12/20,2017/12/22,FRIDAY,2017,2018,Yes,Permit Center,Final,2018/01/10,2018/01/10,,0,,,,1,1,,,,$125.00,,,,,,,600 SCREECH OWL DR,AUSTIN,TX,78660,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11840905,11840905,30.43351278,-97.65495024,"(30.43351278, -97.65495024)"
PP,Plumbing Permit,2017-158066 PP,R- 101 Single Family Houses,New,No,2203 THESEUS PASS,New 2story Condominium Residence with attached garage covered porch  CONDOMINIUM RESIDENCE,0311160401,,2017/12/06,2018/01/09,TUESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,2484,,,2,1,,,,,,,,,,,2203 THESEUS PASS,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11840808,11840808,30.21831561,-97.70000692,"(30.21831561, -97.70000692)"
MP,Mechanical Permit,2017-158066 MP,R- 101 Single Family Houses,New,No,2203 THESEUS PASS,New 2story Condominium Residence with attached garage covered porch  CONDOMINIUM RESIDENCE,0311160401,,2017/12/06,2018/01/09,TUESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,2484,,,2,1,,,,,,,,,,,2203 THESEUS PASS,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11840807,11840807,30.21831561,-97.70000692,"(30.21831561, -97.70000692)"
BP,Building Permit,2017-158066 BP,R- 101 Single Family Houses,New,Yes,2203 THESEUS PASS,New 2story Condominium Residence with attached garage covered porch  CONDOMINIUM RESIDENCE,0311160401,,2017/12/06,2017/12/21,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,2484,,$140922.00,2,1,,,,,,,,,,,2203 THESEUS PASS,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11840805,11840805,30.21831561,-97.70000692,"(30.21831561, -97.70000692)"
PP,Plumbing Permit,2017-158060 PP,R- 101 Single Family Houses,New,No,2200 THESEUS PASS,New 2story Condominium Residence with attached garage covered porch  CONDOMINIUM RESIDENCE,0311160401,,2017/12/06,2018/01/09,TUESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,2484,,,2,1,,,,,,,,,,,2200 THESEUS PASS,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11840803,11840803,30.21852252,-97.7003053,"(30.21852252, -97.7003053)"
MP,Mechanical Permit,2017-158060 MP,R- 101 Single Family Houses,New,No,2200 THESEUS PASS,New 2story Condominium Residence with attached garage covered porch  CONDOMINIUM RESIDENCE,0311160401,,2017/12/06,2018/01/09,TUESDAY,2018,2018,Yes,Permit Center,Active,2018/07/09,,,,2484,,,2,1,,,,,,,,,,,2200 THESEUS PASS,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11840802,11840802,30.21852252,-97.7003053,"(30.21852252, -97.7003053)"
BP,Building Permit,2017-158060 BP,R- 101 Single Family Houses,New,Yes,2200 THESEUS PASS,New 2story Condominium Residence with attached garage covered porch  CONDOMINIUM RESIDENCE,0311160401,,2017/12/06,2017/12/21,THURSDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,2484,,$142121.00,2,1,,,,,,,,,,,2200 THESEUS PASS,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11840796,11840796,30.21852252,-97.7003053,"(30.21852252, -97.7003053)"
DS,Driveway / Sidewalks,2017-157875 DS,"Res. Driveway, Curb, Gutter",New,,1703 PEREZ ST,Construct new 20' driveway approach and close previous curb cut with 16 LF new CG  Sidewalk fee paid in lieu of construction  Shall meet all city standardsnmt,0211180611,LOT 10 BLK 2 OLT 20 DIV B CHERNOSKY NO 10,2017/02/01,2017/12/20,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,,,,,,,,,,,,,,,,,1703 PEREZ ST,AUSTIN,TX,78721,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11840598,11840598,30.28263666,-97.69244652,"(30.28263666, -97.69244652)"
MP,Mechanical Permit,2017-157859 MP,Commercial,Repair,No,13301 N US 183 HWY NB,Replace 10 ton HVAC unit Like for like Commercial Property Main Event,R475078,,2017/12/20,2017/12/20,WEDNESDAY,2017,2018,Yes,Permit Center,Active,2018/07/09,,,0,,,,1,1,,,,,,$18000.00,,,,,13301 N US 183 HWY NB,AUSTIN,TX,78729,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11840582,11840582,30.44546599,-97.78463068,"(30.44546599, -97.78463068)"
